user_id,product_id,product_name,category,product_description,rating,price
146,76,Football,Fashion,Football for Fashion category with premium quality and smart features,1,567.06
26,37,Football,Sports,Football for Sports category with premium quality and smart features,4,271.5
168,63,Smartphone,Toys,Smartphone for Toys category with premium quality and smart features,2,282.66
37,80,Smartphone,Groceries,Smartphone for Groceries category with premium quality and smart features,4,890.68
85,31,Keyboard,Electronics,Keyboard for Electronics category with premium quality and smart features,4,921.63
96,3,Blender,Sports,Blender for Sports category with premium quality and smart features,3,317.84
126,13,Headphones,Home,Headphones for Home category with premium quality and smart features,3,974.48
114,42,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,4,608.93
23,25,T-Shirt,Toys,T-Shirt for Toys category with premium quality and smart features,4,743.54
195,67,Blender,Sports,Blender for Sports category with premium quality and smart features,1,520.12
41,9,Keyboard,Beauty,Keyboard for Beauty category with premium quality and smart features,5,409.35
200,68,Headphones,Electronics,Headphones for Electronics category with premium quality and smart features,2,876.43
52,8,Smartphone,Home,Smartphone for Home category with premium quality and smart features,4,60.05
93,26,Cookware,Beauty,Cookware for Beauty category with premium quality and smart features,4,510.08
163,16,T-Shirt,Electronics,T-Shirt for Electronics category with premium quality and smart features,3,493.9
115,23,Perfume,Toys,Perfume for Toys category with premium quality and smart features,5,356.26
42,34,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,1,392.7
42,74,Blender,Home,Blender for Home category with premium quality and smart features,2,650.91
174,27,Gaming Mouse,Beauty,Gaming Mouse for Beauty category with premium quality and smart features,4,518.15
200,2,Football,Toys,Football for Toys category with premium quality and smart features,2,650.9
154,2,Sneakers,Home,Sneakers for Home category with premium quality and smart features,5,807.03
79,36,Football,Groceries,Football for Groceries category with premium quality and smart features,4,853.07
118,33,Backpack,Home,Backpack for Home category with premium quality and smart features,3,680.42
160,51,Smartphone,Fashion,Smartphone for Fashion category with premium quality and smart features,5,999.44
96,72,Sneakers,Beauty,Sneakers for Beauty category with premium quality and smart features,1,486.92
87,36,Blender,Sports,Blender for Sports category with premium quality and smart features,3,268.54
183,39,Headphones,Home,Headphones for Home category with premium quality and smart features,5,767.82
15,77,Gaming Mouse,Groceries,Gaming Mouse for Groceries category with premium quality and smart features,3,683.95
185,4,Sneakers,Toys,Sneakers for Toys category with premium quality and smart features,3,907.84
104,50,Perfume,Electronics,Perfume for Electronics category with premium quality and smart features,5,817.85
88,29,Football,Toys,Football for Toys category with premium quality and smart features,3,512.24
44,72,Sneakers,Books,Sneakers for Books category with premium quality and smart features,1,476.07
190,34,Gaming Mouse,Books,Gaming Mouse for Books category with premium quality and smart features,3,657.89
57,46,Keyboard,Home,Keyboard for Home category with premium quality and smart features,3,426.27
85,48,Perfume,Beauty,Perfume for Beauty category with premium quality and smart features,3,469.12
31,61,Blender,Electronics,Blender for Electronics category with premium quality and smart features,5,584.51
159,10,Football,Toys,Football for Toys category with premium quality and smart features,2,505.47
175,49,Novel,Beauty,Novel for Beauty category with premium quality and smart features,1,872.14
39,18,Cookware,Home,Cookware for Home category with premium quality and smart features,4,987.32
118,19,Blender,Sports,Blender for Sports category with premium quality and smart features,2,781.15
125,43,Cookware,Books,Cookware for Books category with premium quality and smart features,1,14.67
71,27,Perfume,Books,Perfume for Books category with premium quality and smart features,2,494.68
196,12,Perfume,Books,Perfume for Books category with premium quality and smart features,4,637.15
104,55,Novel,Toys,Novel for Toys category with premium quality and smart features,1,47.35
52,48,Football,Electronics,Football for Electronics category with premium quality and smart features,3,759.28
136,25,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,1,630.42
64,29,Sneakers,Sports,Sneakers for Sports category with premium quality and smart features,2,111.68
129,76,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,1,825.61
77,38,Keyboard,Toys,Keyboard for Toys category with premium quality and smart features,5,600.41
87,56,Cookware,Books,Cookware for Books category with premium quality and smart features,4,365.66
49,22,Smartphone,Groceries,Smartphone for Groceries category with premium quality and smart features,2,232.08
34,28,Perfume,Electronics,Perfume for Electronics category with premium quality and smart features,5,177.29
94,5,Football,Groceries,Football for Groceries category with premium quality and smart features,3,773.54
160,7,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,1,657.03
6,7,Novel,Fashion,Novel for Fashion category with premium quality and smart features,4,386.45
141,33,Keyboard,Toys,Keyboard for Toys category with premium quality and smart features,2,213.44
176,2,Novel,Beauty,Novel for Beauty category with premium quality and smart features,1,665.86
70,80,Novel,Books,Novel for Books category with premium quality and smart features,1,516.47
159,16,Laptop,Beauty,Laptop for Beauty category with premium quality and smart features,1,502.76
156,26,Blender,Beauty,Blender for Beauty category with premium quality and smart features,5,973.39
92,53,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,1,552.66
54,62,T-Shirt,Sports,T-Shirt for Sports category with premium quality and smart features,1,22.62
23,15,Headphones,Toys,Headphones for Toys category with premium quality and smart features,1,781.73
20,13,Gaming Mouse,Beauty,Gaming Mouse for Beauty category with premium quality and smart features,2,462.18
76,34,Smartphone,Toys,Smartphone for Toys category with premium quality and smart features,1,815.05
11,38,Camera,Sports,Camera for Sports category with premium quality and smart features,3,431.74
30,13,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,2,666.72
44,43,Football,Sports,Football for Sports category with premium quality and smart features,4,955.54
69,12,Blender,Sports,Blender for Sports category with premium quality and smart features,3,191.04
103,52,Sneakers,Toys,Sneakers for Toys category with premium quality and smart features,4,693.0
123,54,Laptop,Books,Laptop for Books category with premium quality and smart features,2,699.21
16,21,Novel,Fashion,Novel for Fashion category with premium quality and smart features,5,487.85
146,57,Perfume,Books,Perfume for Books category with premium quality and smart features,4,781.37
157,4,Backpack,Books,Backpack for Books category with premium quality and smart features,4,121.81
106,57,Laptop,Electronics,Laptop for Electronics category with premium quality and smart features,3,658.42
4,68,Gaming Mouse,Home,Gaming Mouse for Home category with premium quality and smart features,3,523.91
177,80,Novel,Fashion,Novel for Fashion category with premium quality and smart features,2,487.11
170,50,Blender,Books,Blender for Books category with premium quality and smart features,5,893.14
157,7,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,2,510.51
121,64,Laptop,Books,Laptop for Books category with premium quality and smart features,4,327.43
85,36,Watch,Electronics,Watch for Electronics category with premium quality and smart features,2,554.99
97,52,Laptop,Home,Laptop for Home category with premium quality and smart features,4,449.75
147,58,Blender,Fashion,Blender for Fashion category with premium quality and smart features,4,452.6
31,64,Laptop,Electronics,Laptop for Electronics category with premium quality and smart features,4,418.22
143,71,Blender,Electronics,Blender for Electronics category with premium quality and smart features,1,793.87
159,39,Gaming Mouse,Home,Gaming Mouse for Home category with premium quality and smart features,4,950.85
94,7,Blender,Home,Blender for Home category with premium quality and smart features,4,338.65
197,80,Keyboard,Toys,Keyboard for Toys category with premium quality and smart features,3,718.75
30,13,Smartphone,Home,Smartphone for Home category with premium quality and smart features,3,361.59
163,38,Keyboard,Sports,Keyboard for Sports category with premium quality and smart features,1,55.32
43,64,Blender,Books,Blender for Books category with premium quality and smart features,4,115.89
157,26,Laptop,Home,Laptop for Home category with premium quality and smart features,4,223.43
49,44,Camera,Fashion,Camera for Fashion category with premium quality and smart features,4,56.04
163,76,Camera,Fashion,Camera for Fashion category with premium quality and smart features,4,462.81
151,65,Backpack,Books,Backpack for Books category with premium quality and smart features,1,535.06
13,71,Blender,Groceries,Blender for Groceries category with premium quality and smart features,5,488.1
131,23,Keyboard,Books,Keyboard for Books category with premium quality and smart features,2,112.52
169,77,Watch,Sports,Watch for Sports category with premium quality and smart features,4,424.48
156,32,Novel,Beauty,Novel for Beauty category with premium quality and smart features,3,970.79
116,18,Novel,Books,Novel for Books category with premium quality and smart features,5,703.01
192,66,Blender,Beauty,Blender for Beauty category with premium quality and smart features,5,862.1
183,71,T-Shirt,Home,T-Shirt for Home category with premium quality and smart features,2,627.93
75,45,Keyboard,Books,Keyboard for Books category with premium quality and smart features,2,508.85
178,42,Camera,Fashion,Camera for Fashion category with premium quality and smart features,3,566.66
150,74,Gaming Mouse,Groceries,Gaming Mouse for Groceries category with premium quality and smart features,5,293.07
109,2,Smartphone,Fashion,Smartphone for Fashion category with premium quality and smart features,4,153.87
172,8,Sneakers,Home,Sneakers for Home category with premium quality and smart features,2,983.7
175,33,Blender,Books,Blender for Books category with premium quality and smart features,1,693.69
76,27,Cookware,Electronics,Cookware for Electronics category with premium quality and smart features,4,111.46
173,72,Keyboard,Home,Keyboard for Home category with premium quality and smart features,5,395.0
131,37,Football,Electronics,Football for Electronics category with premium quality and smart features,4,393.68
176,41,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,3,211.06
200,57,Football,Home,Football for Home category with premium quality and smart features,3,757.56
140,78,Camera,Home,Camera for Home category with premium quality and smart features,2,301.24
46,10,Headphones,Books,Headphones for Books category with premium quality and smart features,5,128.16
11,55,Watch,Beauty,Watch for Beauty category with premium quality and smart features,3,138.77
150,33,Cookware,Electronics,Cookware for Electronics category with premium quality and smart features,4,712.59
40,6,Football,Books,Football for Books category with premium quality and smart features,3,600.91
199,79,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,5,554.66
19,41,Headphones,Home,Headphones for Home category with premium quality and smart features,5,77.49
130,21,Watch,Groceries,Watch for Groceries category with premium quality and smart features,5,409.38
90,29,Gaming Mouse,Home,Gaming Mouse for Home category with premium quality and smart features,3,337.76
76,28,Watch,Toys,Watch for Toys category with premium quality and smart features,1,123.57
89,58,Football,Home,Football for Home category with premium quality and smart features,5,919.42
63,6,Novel,Sports,Novel for Sports category with premium quality and smart features,1,392.02
139,37,Football,Electronics,Football for Electronics category with premium quality and smart features,5,823.89
96,66,Backpack,Toys,Backpack for Toys category with premium quality and smart features,1,303.47
167,25,Watch,Sports,Watch for Sports category with premium quality and smart features,1,948.73
43,69,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,1,218.67
162,28,Blender,Groceries,Blender for Groceries category with premium quality and smart features,1,213.52
180,56,Keyboard,Fashion,Keyboard for Fashion category with premium quality and smart features,2,33.52
184,43,Laptop,Electronics,Laptop for Electronics category with premium quality and smart features,1,63.73
65,72,Perfume,Fashion,Perfume for Fashion category with premium quality and smart features,2,911.88
105,50,Gaming Mouse,Toys,Gaming Mouse for Toys category with premium quality and smart features,4,438.69
5,50,Watch,Fashion,Watch for Fashion category with premium quality and smart features,1,645.01
159,9,Keyboard,Electronics,Keyboard for Electronics category with premium quality and smart features,1,364.12
129,14,Camera,Beauty,Camera for Beauty category with premium quality and smart features,3,610.5
73,57,Novel,Groceries,Novel for Groceries category with premium quality and smart features,1,479.25
137,29,Keyboard,Books,Keyboard for Books category with premium quality and smart features,4,798.8
140,38,Sneakers,Books,Sneakers for Books category with premium quality and smart features,3,957.82
3,71,Laptop,Books,Laptop for Books category with premium quality and smart features,1,14.98
153,51,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,2,750.81
186,45,Novel,Home,Novel for Home category with premium quality and smart features,5,151.03
48,29,T-Shirt,Beauty,T-Shirt for Beauty category with premium quality and smart features,1,189.54
146,7,Gaming Mouse,Toys,Gaming Mouse for Toys category with premium quality and smart features,5,82.41
172,9,Laptop,Beauty,Laptop for Beauty category with premium quality and smart features,2,728.33
125,43,Headphones,Sports,Headphones for Sports category with premium quality and smart features,2,109.04
159,9,Cookware,Home,Cookware for Home category with premium quality and smart features,4,456.14
158,40,Perfume,Books,Perfume for Books category with premium quality and smart features,5,370.85
81,55,Smartphone,Books,Smartphone for Books category with premium quality and smart features,3,253.71
57,56,Blender,Beauty,Blender for Beauty category with premium quality and smart features,3,142.96
188,43,Backpack,Toys,Backpack for Toys category with premium quality and smart features,4,365.15
79,63,Headphones,Fashion,Headphones for Fashion category with premium quality and smart features,5,91.15
72,18,Sneakers,Home,Sneakers for Home category with premium quality and smart features,1,730.15
5,65,Blender,Electronics,Blender for Electronics category with premium quality and smart features,5,583.11
197,76,Football,Home,Football for Home category with premium quality and smart features,1,556.08
140,70,Gaming Mouse,Toys,Gaming Mouse for Toys category with premium quality and smart features,2,372.16
58,76,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,4,506.11
24,51,Watch,Sports,Watch for Sports category with premium quality and smart features,1,666.05
158,22,Backpack,Books,Backpack for Books category with premium quality and smart features,2,187.35
145,19,Cookware,Toys,Cookware for Toys category with premium quality and smart features,1,226.63
125,30,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,3,241.68
172,27,Novel,Sports,Novel for Sports category with premium quality and smart features,4,918.72
12,6,Laptop,Sports,Laptop for Sports category with premium quality and smart features,5,637.23
71,34,Novel,Books,Novel for Books category with premium quality and smart features,4,371.64
168,10,Novel,Beauty,Novel for Beauty category with premium quality and smart features,2,521.21
91,45,Camera,Toys,Camera for Toys category with premium quality and smart features,4,888.3
2,65,Backpack,Books,Backpack for Books category with premium quality and smart features,2,237.69
132,36,Headphones,Home,Headphones for Home category with premium quality and smart features,2,165.78
155,16,Novel,Home,Novel for Home category with premium quality and smart features,3,723.05
124,62,T-Shirt,Toys,T-Shirt for Toys category with premium quality and smart features,5,169.63
106,3,Smartphone,Home,Smartphone for Home category with premium quality and smart features,2,577.75
42,18,Football,Electronics,Football for Electronics category with premium quality and smart features,5,155.4
43,34,Watch,Books,Watch for Books category with premium quality and smart features,4,603.36
145,3,Laptop,Beauty,Laptop for Beauty category with premium quality and smart features,2,454.71
121,62,T-Shirt,Books,T-Shirt for Books category with premium quality and smart features,4,604.83
150,24,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,3,923.13
153,76,T-Shirt,Fashion,T-Shirt for Fashion category with premium quality and smart features,4,391.61
28,3,Watch,Home,Watch for Home category with premium quality and smart features,5,687.52
39,78,Headphones,Fashion,Headphones for Fashion category with premium quality and smart features,4,902.59
154,5,Laptop,Fashion,Laptop for Fashion category with premium quality and smart features,4,662.8
155,70,Football,Electronics,Football for Electronics category with premium quality and smart features,4,526.82
95,6,T-Shirt,Groceries,T-Shirt for Groceries category with premium quality and smart features,4,791.66
98,45,Novel,Fashion,Novel for Fashion category with premium quality and smart features,2,261.97
197,30,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,5,878.0
105,33,Smartphone,Home,Smartphone for Home category with premium quality and smart features,1,582.21
31,67,Novel,Electronics,Novel for Electronics category with premium quality and smart features,2,690.89
81,53,Laptop,Sports,Laptop for Sports category with premium quality and smart features,2,431.81
150,33,Blender,Beauty,Blender for Beauty category with premium quality and smart features,5,429.33
94,79,Gaming Mouse,Beauty,Gaming Mouse for Beauty category with premium quality and smart features,4,757.42
106,71,Headphones,Toys,Headphones for Toys category with premium quality and smart features,3,563.5
124,33,Perfume,Beauty,Perfume for Beauty category with premium quality and smart features,3,776.45
102,18,Keyboard,Fashion,Keyboard for Fashion category with premium quality and smart features,2,452.13
180,21,T-Shirt,Fashion,T-Shirt for Fashion category with premium quality and smart features,5,406.56
87,71,Headphones,Electronics,Headphones for Electronics category with premium quality and smart features,4,964.92
2,12,Backpack,Books,Backpack for Books category with premium quality and smart features,5,441.02
17,34,Cookware,Home,Cookware for Home category with premium quality and smart features,1,612.94
186,50,Perfume,Groceries,Perfume for Groceries category with premium quality and smart features,5,293.6
153,8,Gaming Mouse,Books,Gaming Mouse for Books category with premium quality and smart features,4,444.58
52,67,T-Shirt,Beauty,T-Shirt for Beauty category with premium quality and smart features,1,786.12
131,67,Perfume,Home,Perfume for Home category with premium quality and smart features,2,677.28
93,31,Headphones,Electronics,Headphones for Electronics category with premium quality and smart features,1,996.85
200,52,Gaming Mouse,Sports,Gaming Mouse for Sports category with premium quality and smart features,4,411.4
52,67,Keyboard,Electronics,Keyboard for Electronics category with premium quality and smart features,1,919.99
141,37,Cookware,Sports,Cookware for Sports category with premium quality and smart features,3,234.03
50,59,Perfume,Groceries,Perfume for Groceries category with premium quality and smart features,1,268.5
105,65,Watch,Fashion,Watch for Fashion category with premium quality and smart features,1,508.14
88,15,Football,Beauty,Football for Beauty category with premium quality and smart features,5,815.02
148,33,Novel,Toys,Novel for Toys category with premium quality and smart features,5,488.79
63,44,Gaming Mouse,Toys,Gaming Mouse for Toys category with premium quality and smart features,4,897.56
8,62,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,1,388.85
57,30,Novel,Sports,Novel for Sports category with premium quality and smart features,3,521.34
3,34,Sneakers,Home,Sneakers for Home category with premium quality and smart features,1,404.94
192,44,Watch,Fashion,Watch for Fashion category with premium quality and smart features,2,481.79
91,28,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,2,504.01
52,31,Blender,Home,Blender for Home category with premium quality and smart features,3,214.71
52,32,Headphones,Sports,Headphones for Sports category with premium quality and smart features,1,128.68
21,64,Camera,Electronics,Camera for Electronics category with premium quality and smart features,5,958.41
124,48,Backpack,Sports,Backpack for Sports category with premium quality and smart features,5,870.08
126,24,Novel,Beauty,Novel for Beauty category with premium quality and smart features,2,752.67
33,7,Backpack,Groceries,Backpack for Groceries category with premium quality and smart features,5,42.24
89,51,Backpack,Books,Backpack for Books category with premium quality and smart features,1,701.26
118,41,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,2,385.63
26,42,Perfume,Sports,Perfume for Sports category with premium quality and smart features,3,195.28
68,31,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,5,349.67
48,64,T-Shirt,Groceries,T-Shirt for Groceries category with premium quality and smart features,4,703.71
96,47,Sneakers,Groceries,Sneakers for Groceries category with premium quality and smart features,4,188.09
34,74,Blender,Home,Blender for Home category with premium quality and smart features,1,723.61
61,72,Blender,Groceries,Blender for Groceries category with premium quality and smart features,4,204.1
190,20,Camera,Toys,Camera for Toys category with premium quality and smart features,1,184.84
128,18,Camera,Sports,Camera for Sports category with premium quality and smart features,4,307.03
144,73,Novel,Electronics,Novel for Electronics category with premium quality and smart features,1,693.64
16,28,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,1,455.36
86,34,Cookware,Sports,Cookware for Sports category with premium quality and smart features,5,561.92
66,45,Novel,Electronics,Novel for Electronics category with premium quality and smart features,1,357.58
174,78,Perfume,Home,Perfume for Home category with premium quality and smart features,5,653.37
138,23,Cookware,Beauty,Cookware for Beauty category with premium quality and smart features,3,676.46
125,58,Novel,Fashion,Novel for Fashion category with premium quality and smart features,5,293.66
162,19,Gaming Mouse,Books,Gaming Mouse for Books category with premium quality and smart features,3,427.6
157,74,Blender,Groceries,Blender for Groceries category with premium quality and smart features,1,88.32
88,30,Cookware,Sports,Cookware for Sports category with premium quality and smart features,3,713.33
155,51,Football,Beauty,Football for Beauty category with premium quality and smart features,4,783.16
93,76,Novel,Toys,Novel for Toys category with premium quality and smart features,2,192.05
6,17,Gaming Mouse,Home,Gaming Mouse for Home category with premium quality and smart features,3,941.03
180,11,Headphones,Home,Headphones for Home category with premium quality and smart features,4,111.98
17,61,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,4,528.74
22,14,Perfume,Beauty,Perfume for Beauty category with premium quality and smart features,2,93.47
100,40,T-Shirt,Home,T-Shirt for Home category with premium quality and smart features,3,448.73
33,17,Smartphone,Books,Smartphone for Books category with premium quality and smart features,1,666.91
84,61,Blender,Toys,Blender for Toys category with premium quality and smart features,5,935.51
141,57,Keyboard,Books,Keyboard for Books category with premium quality and smart features,5,185.27
153,59,Watch,Groceries,Watch for Groceries category with premium quality and smart features,5,316.56
89,62,Camera,Home,Camera for Home category with premium quality and smart features,1,447.44
94,53,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,3,20.45
134,18,Sneakers,Sports,Sneakers for Sports category with premium quality and smart features,4,539.75
177,63,Sneakers,Toys,Sneakers for Toys category with premium quality and smart features,1,768.21
75,77,Camera,Home,Camera for Home category with premium quality and smart features,1,552.73
49,53,Novel,Groceries,Novel for Groceries category with premium quality and smart features,2,171.64
189,50,T-Shirt,Groceries,T-Shirt for Groceries category with premium quality and smart features,3,88.42
161,31,Sneakers,Beauty,Sneakers for Beauty category with premium quality and smart features,5,810.72
106,25,Headphones,Fashion,Headphones for Fashion category with premium quality and smart features,2,296.7
164,59,Sneakers,Toys,Sneakers for Toys category with premium quality and smart features,5,497.08
83,3,Smartphone,Books,Smartphone for Books category with premium quality and smart features,5,31.91
27,37,Headphones,Beauty,Headphones for Beauty category with premium quality and smart features,4,729.84
60,12,Smartphone,Books,Smartphone for Books category with premium quality and smart features,4,225.02
108,40,Cookware,Toys,Cookware for Toys category with premium quality and smart features,4,699.97
9,43,Blender,Fashion,Blender for Fashion category with premium quality and smart features,2,65.48
199,51,Watch,Fashion,Watch for Fashion category with premium quality and smart features,4,189.79
65,49,Laptop,Electronics,Laptop for Electronics category with premium quality and smart features,2,390.95
114,32,T-Shirt,Electronics,T-Shirt for Electronics category with premium quality and smart features,4,737.97
25,67,Backpack,Home,Backpack for Home category with premium quality and smart features,4,684.63
80,42,Gaming Mouse,Books,Gaming Mouse for Books category with premium quality and smart features,1,747.28
141,67,Sneakers,Fashion,Sneakers for Fashion category with premium quality and smart features,4,642.13
51,47,Blender,Electronics,Blender for Electronics category with premium quality and smart features,2,973.54
61,56,Smartphone,Sports,Smartphone for Sports category with premium quality and smart features,2,796.45
150,16,Camera,Groceries,Camera for Groceries category with premium quality and smart features,2,18.84
11,75,Keyboard,Toys,Keyboard for Toys category with premium quality and smart features,5,163.44
198,12,Headphones,Home,Headphones for Home category with premium quality and smart features,4,100.49
159,44,Smartphone,Electronics,Smartphone for Electronics category with premium quality and smart features,3,648.13
180,69,Headphones,Fashion,Headphones for Fashion category with premium quality and smart features,4,240.35
143,45,Keyboard,Toys,Keyboard for Toys category with premium quality and smart features,2,31.14
97,46,Sneakers,Books,Sneakers for Books category with premium quality and smart features,1,490.45
113,72,Watch,Beauty,Watch for Beauty category with premium quality and smart features,4,197.88
48,70,Cookware,Sports,Cookware for Sports category with premium quality and smart features,4,282.57
154,71,Laptop,Books,Laptop for Books category with premium quality and smart features,5,163.48
76,34,Backpack,Sports,Backpack for Sports category with premium quality and smart features,1,778.16
130,49,Football,Books,Football for Books category with premium quality and smart features,1,623.54
94,80,Cookware,Home,Cookware for Home category with premium quality and smart features,1,661.71
138,50,Watch,Home,Watch for Home category with premium quality and smart features,4,768.08
40,79,Cookware,Beauty,Cookware for Beauty category with premium quality and smart features,4,644.49
29,13,Smartphone,Fashion,Smartphone for Fashion category with premium quality and smart features,2,186.85
9,26,Backpack,Fashion,Backpack for Fashion category with premium quality and smart features,2,107.77
147,50,Watch,Toys,Watch for Toys category with premium quality and smart features,5,704.3
66,7,T-Shirt,Sports,T-Shirt for Sports category with premium quality and smart features,5,720.67
4,27,Football,Toys,Football for Toys category with premium quality and smart features,1,473.38
164,8,Watch,Sports,Watch for Sports category with premium quality and smart features,4,823.81
182,8,Watch,Beauty,Watch for Beauty category with premium quality and smart features,1,736.96
78,10,Watch,Home,Watch for Home category with premium quality and smart features,1,110.21
60,69,T-Shirt,Groceries,T-Shirt for Groceries category with premium quality and smart features,2,530.93
64,73,Watch,Books,Watch for Books category with premium quality and smart features,5,421.03
28,74,Gaming Mouse,Sports,Gaming Mouse for Sports category with premium quality and smart features,4,705.52
110,14,Camera,Books,Camera for Books category with premium quality and smart features,2,554.47
130,44,Watch,Books,Watch for Books category with premium quality and smart features,5,448.58
91,41,Blender,Sports,Blender for Sports category with premium quality and smart features,3,418.22
163,56,Perfume,Sports,Perfume for Sports category with premium quality and smart features,2,567.51
55,49,Cookware,Beauty,Cookware for Beauty category with premium quality and smart features,4,453.02
102,1,Sneakers,Electronics,Sneakers for Electronics category with premium quality and smart features,5,26.14
35,39,Sneakers,Electronics,Sneakers for Electronics category with premium quality and smart features,2,222.67
81,3,Football,Beauty,Football for Beauty category with premium quality and smart features,5,516.16
147,74,Laptop,Books,Laptop for Books category with premium quality and smart features,1,465.77
40,18,Cookware,Beauty,Cookware for Beauty category with premium quality and smart features,5,257.36
66,39,Perfume,Fashion,Perfume for Fashion category with premium quality and smart features,4,573.37
56,10,Camera,Sports,Camera for Sports category with premium quality and smart features,4,181.17
177,74,Perfume,Fashion,Perfume for Fashion category with premium quality and smart features,3,47.0
148,49,Camera,Fashion,Camera for Fashion category with premium quality and smart features,1,922.65
86,45,Novel,Groceries,Novel for Groceries category with premium quality and smart features,1,871.09
59,78,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,4,63.59
135,6,Watch,Sports,Watch for Sports category with premium quality and smart features,5,158.08
129,29,Smartphone,Books,Smartphone for Books category with premium quality and smart features,4,971.33
193,77,T-Shirt,Fashion,T-Shirt for Fashion category with premium quality and smart features,4,296.89
101,19,Cookware,Books,Cookware for Books category with premium quality and smart features,1,481.1
191,7,Sneakers,Groceries,Sneakers for Groceries category with premium quality and smart features,1,404.54
112,17,Backpack,Books,Backpack for Books category with premium quality and smart features,5,206.13
102,74,Watch,Home,Watch for Home category with premium quality and smart features,5,997.11
135,32,Laptop,Home,Laptop for Home category with premium quality and smart features,3,779.0
83,74,Laptop,Fashion,Laptop for Fashion category with premium quality and smart features,4,429.31
90,25,Cookware,Sports,Cookware for Sports category with premium quality and smart features,5,658.86
198,40,Cookware,Books,Cookware for Books category with premium quality and smart features,5,823.37
114,80,Backpack,Books,Backpack for Books category with premium quality and smart features,1,924.97
60,26,Headphones,Sports,Headphones for Sports category with premium quality and smart features,1,121.25
14,32,Blender,Books,Blender for Books category with premium quality and smart features,3,23.6
178,15,Backpack,Beauty,Backpack for Beauty category with premium quality and smart features,4,32.52
54,69,T-Shirt,Home,T-Shirt for Home category with premium quality and smart features,5,528.03
67,71,Perfume,Toys,Perfume for Toys category with premium quality and smart features,2,698.12
172,3,Perfume,Groceries,Perfume for Groceries category with premium quality and smart features,5,53.05
44,8,T-Shirt,Beauty,T-Shirt for Beauty category with premium quality and smart features,5,278.57
120,2,Novel,Fashion,Novel for Fashion category with premium quality and smart features,3,666.35
169,47,Smartphone,Fashion,Smartphone for Fashion category with premium quality and smart features,3,868.74
167,50,Novel,Home,Novel for Home category with premium quality and smart features,5,976.85
26,41,Blender,Toys,Blender for Toys category with premium quality and smart features,5,536.25
48,26,Watch,Toys,Watch for Toys category with premium quality and smart features,1,49.35
136,40,Backpack,Sports,Backpack for Sports category with premium quality and smart features,4,746.95
5,45,Cookware,Sports,Cookware for Sports category with premium quality and smart features,3,243.84
129,36,Gaming Mouse,Electronics,Gaming Mouse for Electronics category with premium quality and smart features,3,879.89
8,72,T-Shirt,Beauty,T-Shirt for Beauty category with premium quality and smart features,2,348.37
101,18,Keyboard,Fashion,Keyboard for Fashion category with premium quality and smart features,4,525.51
174,79,Novel,Home,Novel for Home category with premium quality and smart features,2,577.17
110,40,Backpack,Sports,Backpack for Sports category with premium quality and smart features,5,140.45
168,18,Blender,Home,Blender for Home category with premium quality and smart features,2,315.91
181,68,Novel,Books,Novel for Books category with premium quality and smart features,2,659.67
145,21,Laptop,Sports,Laptop for Sports category with premium quality and smart features,5,537.63
185,16,Cookware,Books,Cookware for Books category with premium quality and smart features,2,729.81
196,41,Novel,Groceries,Novel for Groceries category with premium quality and smart features,3,448.57
164,36,Camera,Books,Camera for Books category with premium quality and smart features,2,115.7
48,4,Perfume,Beauty,Perfume for Beauty category with premium quality and smart features,5,616.24
153,30,Gaming Mouse,Home,Gaming Mouse for Home category with premium quality and smart features,1,365.67
177,62,Watch,Books,Watch for Books category with premium quality and smart features,5,474.08
167,48,Blender,Books,Blender for Books category with premium quality and smart features,4,496.53
36,21,T-Shirt,Home,T-Shirt for Home category with premium quality and smart features,1,414.5
4,35,T-Shirt,Groceries,T-Shirt for Groceries category with premium quality and smart features,2,760.2
17,23,Blender,Toys,Blender for Toys category with premium quality and smart features,5,495.04
